table_name,column_name,database_type,base_type,comment,,
CNER,hptdate,timestamp,type/DateTime,วันที่มาโรงพยาบาล,,
CNER,hpttime,numeric,type/Decimal,เวลาที่มาโรงพยาบาล,,
CNER,erflag,numeric,type/Decimal,"ประเภทผู้ป่วย (1=ฉุกเฉิน,2=อุบัติเหตุ)",,
CNER,cliticaldate,timestamp,type/DateTime,วันที่ที่เกิดภาวะฉุกเฉิน,,
CNER,cliticaltime,numeric,type/Decimal,เวลาที่เกิดภาวะฉุกเฉิน,,
CNER,triagedate,timestamp,type/DateTime,วันที่คัดกรองผู้ป่วย,,
CNER,triagetime,numeric,type/Decimal,เวลาที่เกิดภาวะฉุกเฉิน,,
CNER,dchdate,timestamp,type/DateTime,วันที่จำหน่ายผู้ป่วย,,
CNER,dchtime,numeric,type/Decimal,เวลาที่จำหน่ายผู้ป่วย,,
CNER,ervstst,numeric,type/Decimal,ลักษณะการมาโรงพยาบาล,,
CNER,ercategory,numeric,type/Decimal,ระดับของการคัดกรองผู้ป่วย,,
CNER,erdchst,numeric,type/Decimal,"สถานะการจำหน่ายออกจากห้องฉุกเฉิน (1 = Survive, 9 = Death )",,
CNER,erdchsttype,numeric,type/Decimal,"กรณี discharge_status = """"1""",,
CNER,erpttype,numeric,type/Decimal,สิทธิการรักษา,,
CNER,erlevel,numeric,type/Decimal,สถานะของการบันทึก,,
CNER,erillness,numeric,type/Decimal,รหัสระบบของผู้ป่วยในห้องฉุกเฉิน,,
CNER,spcdiag,varchar,type/Text,อาการสำคัญ,,
CNER,pastdiag,varchar,type/Text,โรคประจำตัว,,
CNER,drugallergy,varchar,type/Text,ประวัติการแพ้ยา/แพ้อาหาร,,
CNER,grade,numeric,type/Decimal,ระดับผู้ป่วย (Grade),,
CNER,lawflag,numeric,type/Decimal,"ผุ้ป่วยคดี (1=ไม่เป็นคดี,2=สงสัยว่าเป็นคดี,3=คดี)",,
CNER,accdate,timestamp,type/DateTime,วันที่เกิดเหตุ,,
CNER,acctime,numeric,type/Decimal,เวลาที่เกิดเหตุ,,
CNER,prbflag,numeric,type/Decimal,1=ผู้ป่วยใช้สิทธิ พรบ.3,,
CNER,acctype,numeric,type/Decimal,"ประเภทของอุบัติเหตุ (1=จากรถยนต์,2=อื่นๆ)",,
CNER,senddate,timestamp,type/DateTime,วันที่นำส่ง,,
CNER,sendtime,numeric,type/Decimal,เวลานำส่ง,,
DCHST,dchst,numeric,type/Decimal,รหัสสถานะการจำหน่ายผู้ป่วยใน,,
DCHST,name,varchar,type/Text,ชื่อสถานะการจำหน่ายผู้ป่วยใน,,
DCHST,name_en,varchar,type/Text,ชื่อสถานะการจำหน่ายผู้ป่วยใน (ภาษาอังกฤษ),,
DCHTYPE,dchtype,numeric,type/Decimal,รหัสประเภทการจำหน่ายผู้ป่วยใน,,
DCHTYPE,name,varchar,type/Text,ชื่อประเภทการจำหน่ายผู้ป่วยใน,,
DCHTYPE,name_en,varchar,type/Text,ชื่อประเภทการจำหน่ายผู้ป่วยใน (ภาษาอังกฤษ),,
DCT,dct,numeric,type/Decimal,,,
DCT,prefix,varchar,type/Text,,,
DCT,fname,varchar,type/Text,,,
DCT,lname,varchar,type/Text,,,
DCT,prefix_en,varchar,type/Text,,,
DCT,fname_en,varchar,type/Text,,,
DCT,lname_en,varchar,type/Text,,,
DCT,dcttype,numeric,type/Decimal,,,
DCT,dcttypename,varchar,type/Text,,,
DCT,lcno,varchar,type/Text,,,
DCT,dctno,numeric,type/Decimal,,,
DCT,idcrd,varchar,type/Text,,,
DCT,posnm,varchar,type/Text,,,
DCT,subdeptlct,numeric,type/Decimal,,,
DCT,subdeptname,varchar,type/Text,,,
DCT,deptlct,numeric,type/Decimal,,,
DCT,deptname,varchar,type/Text,,,
DCT,spclty,numeric,type/Decimal,,,
DCT,spcltyname,varchar,type/Text,,,
DCT,special_clinic,numeric,type/Decimal,,,
DCT,spc_ipd_flag,numeric,type/Decimal,,,
DCT,hcode,varchar,type/Text,,,
DCT,status,numeric,type/Decimal,,,
DCTDISCHANGE,dctdischange,numeric,type/Decimal,รหัส DISCHANGE,,
DCTDISCHANGE,name,varchar,type/Text,ชื่อ PENDING,,
DCTDISCHANGE,ovstost,numeric,type/Decimal,รหัสสถานะสุดท้าย,,
DCTORDERPATHOPREG,gynno,numeric,type/Decimal,เลขGEN ORDER พยาธิสูติ,,
DCTORDERPATHOPREG,preg_g,numeric,type/Decimal,ลำดับหารตั้งครรภ์,,
DCTORDERPATHOPREG,hn,varchar,type/Text,เลขประจำตัวผู้ป่วย,,
DCTORDERPATHOPREG,pregdate,varchar,type/Text,วันที่คลอด,,
DCTORDERPATHOPREG,modedl,varchar,type/Text,วิธีคลอด,,
DCTORDERPATHOPREG,sex,varchar,type/Text,เพศ,,
DCTORDERPATHOPREG,ga,varchar,type/Text,GA,,
DCTORDERPATHOPREG,weight,numeric,type/Decimal,น้ำหนัก,,
DCTORDERPATHOPREG,complication,varchar,type/Text,ภาวะแทรกซ้อน,,
DCTORDERPATHOPREG,statusdl,varchar,type/Text,สถานะการมีชีวิต,,
DCTORDERPRSC,hn,varchar,type/Text,เลขที่ผู้ป่วยนอก,,
DCTORDERPRSC,orderno,numeric,type/Decimal,เลขที่ลำดับสั่งการรักษาโดยแพทย์,,
DCTORDERPRSC,itemno,numeric,type/Decimal,ลำดับที่การสั่ง,,
DCTORDERPRSC,meditem,numeric,type/Decimal,รหัสรายการยาและเวชภัณฑ์,,
DCTORDERPRSC,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,,
DCTORDERPRSC,orderfor,numeric,type/Decimal,"รหัสประเภทการสั่งยาผู้ป่วยใน (อ้างอิง t.Meddordtype)

1=  CONTINUE
2=	STAT
3=	ONE DAY
4=	HOME MED
5=	PRN
6=	NUMBERS
...
9=off continue
10=off one day



",,
DCTORDERPRSC,an,varchar,type/Text,เลขที่ผู้ป่วยใน,,
DCTORDERPRSC,medusetype,varchar,type/Text,รหัสวิธีใช้,,
DCTORDERPRSC,meduseqty,varchar,type/Text,จำนวน,,
DCTORDERPRSC,medusevol,numeric,type/Decimal,จำนวนที่ให้ (หน่วยเป็นซีซี),,
DCTORDERPRSC,meduseunit,numeric,type/Decimal,รหัสหน่วย,,
DCTORDERPRSC,medusetime,varchar,type/Text,รหัสเวลาที่ใช้/ความถี่,,
DCTORDERPRSC,medlblhlp1,varchar,type/Text,รหัสฉลากช่วย 1 ,,
DCTORDERPRSC,medlblhlp2,varchar,type/Text,รหัสฉลากช่วย 2,,
DCTORDERPRSC,medsymptom,varchar,type/Text,รหัสยารักษาตามกลุ่มโรคหรืออาการ,,
DCTORDERPRSC,medusageext,numeric,type/Decimal,ตัวบ่งชี้ว่ามีการแก้ไขวิธีใช้แบบพิเศษหรือไม่ (1 = ใช่ - มีการแก้ไข),,
DCTORDERPRSC,name,varchar,type/Text,รายละเอียดวิธีใช้ยา,,
DCTORDERPRSC,name2,varchar,type/Text,รายละเอียดวิธีใช้ยา 2,,
DCTORDERPRSC,name3,varchar,type/Text,รายละเอียดวิธีใช้ยา 3,,
DCTORDERPRSC,name4,varchar,type/Text,รายละเอียดวิธีใช้ยา 4,,
DCTORDERPRSC,qty,numeric,type/Decimal,จำนวนทั้งหมด,,
DCTORDERPRSC,qtyperday,numeric,type/Decimal,จำนวนที่ใช้ต่อวัน ,,
DCTORDERPRSC,day,numeric,type/Decimal,จำนวนวันล่วงหน้า,,
DCTORDERPRSC,offdate,timestamp,type/DateTime,วันที่หยุดคำสั่ง,,
DCTORDERPRSC,offtime,numeric,type/Decimal,เวลาที่หยุดคำสั่ง,,
DCTORDERPRSC,offstf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้หยุดคำสั่ง,,
DCTORDERPRSC,offnote,varchar,type/Text,เหตุผล/หมายเหตุที่หยุดคำสั่ง,,
DCTORDERPRSC,medoffcs,numeric,type/Decimal,รหัสสาเหตุการหยุดยา,,
DCTORDERPRSC,ordertype,numeric,type/Decimal,"รหัสประเภทการสั่งการรักษา
1=ยาและเวชภัณฑ์ ,
2=LAB,
3=รังสี,
4=อาหาร,
5=ขอเลือด,
51=บริการเลือด,
6=activity,
7=Procedure,
8=Patho",,
DCTORDERPRSC,orderst,numeric,type/Decimal,"รหัสการสั่งรักษาด่วน/ปกติ ( 1 = ปกติ , 2 = ด่วน[STAT] )",,
DCTORDERPRSC,sppntttype,numeric,type/Decimal,"รหัสชนิด [1=Supplement, 2=Nutrition, 3=IV]",,
DCTORDERPRSC,driptype,numeric,type/Decimal,"ประเภทการ Drip (1=in, 2=over)",,
DCTORDERPRSC,meddilute,numeric,type/Decimal,รหัสเจือจางชนิด,,
DCTORDERPRSC,solution,numeric,type/Decimal,สารละลาย (Meditem),,
DCTORDERPRSC,sltpackseq,numeric,type/Decimal,ลำดับ Pack Seq. ของ Solution,,
DCTORDERPRSC,upto,numeric,type/Decimal,UPTO,,
DCTORDERPRSC,period,numeric,type/Decimal,ระยะเวลาการให้ยา,,
DCTORDERPRSC,medperiodunit,numeric,type/Decimal,หน่วยระยะเวลาการให้ยา,,
DCTORDERPRSC,rate,numeric,type/Decimal,RATE,,
DCTORDERPRSC,frequency,numeric,type/Decimal,ความถี่,,
DCTORDERPRSC,mixcode,numeric,type/Decimal,รห้สการจัดกลุ่มยาเดียวกัน,,
DCTORDERPRSC,stkward,numeric,type/Decimal,เป็นยามี stock ที่ ward =1 ,,
DCTORDERPRSC,meddordst,numeric,type/Decimal,รหัสสถานะของรายการยาและเวชภัณฑ์,,
DCTORDERPRSC,reviewno,numeric,type/Decimal,เลขที่ review (ดึงจาก order no ของรายการเดิมมาใส่),,
DCTORDERPRSC,reviewdate,timestamp,type/DateTime,วันที่ review,,
DCTORDERPRSC,startdate,timestamp,type/DateTime,วันที่เริ่ม,,
DCTORDERPRSC,recoffdate,timestamp,type/DateTime,วันที่หยุด,,
DCTORDERPRSC,refundflg,numeric,type/Decimal,เก็บการเปลี่ยนแปลงของช่องเบิกได้,,
DCTORDERPRSC,medned,numeric,type/Decimal,รหัสสาเหตุการใช้ยานอกบัญชี,,
DCTORDERPRSC,prn,numeric,type/Decimal,เป็นยา prn =1,,
DCTORDERPRSC,remark,varchar,type/Text,หมายเหตุ,,
DCTORDERPRSC,cnfmst,numeric,type/Decimal,"สถานะยืนยันคำสั่งการรักษา (1 = แพทย์ Staff ยืนยันคำสั่งแล้ว , NULL หรือ 0 = ยังไม่ได้ยืนยันคำสั่ง)",,
DCTORDERPRSC,cnfmdate,timestamp,type/DateTime,วันที่ยืนยันคำสั่งการรักษา,,
DCTORDERPRSC,cnfmtime,numeric,type/Decimal,เวลาที่ยืนยันคำสั่งการรักษา,,
DCTORDERPRSC,nursestf,numeric,type/Decimal,รหัสพยาบาลผู้รับคำสั่งแพทย์,,
DCTORDERPRSC,nursedate,timestamp,type/DateTime,วันที่พยาบาลรับคำสั่งแพทย์,,
DCTORDERPRSC,nursetime,numeric,type/Decimal,เวลาที่พยาบาลรับคำสั่งแพทย์,,
DCTORDERPRSC,cnfmstf,numeric,type/Decimal,รหัสแพทย์ Dent/Staff ผู้ยืนยันคำสั่ง,,
DCTORDERPRSC,phmstf,numeric,type/Decimal,รหัสจนท.ผู้ดึงรายการมาสร้าง Profile,,
DCTORDERPRSC,phmdate,timestamp,type/DateTime,วันที่-เวลาดึงรายการมาสร้าง Profile,,
DCTORDERPRSC,rcvstf,numeric,type/Decimal,เจ้าหน้าที่ผู้รับ Order,,
DCTORDERPRSC,nursest,numeric,type/Decimal,สถานะพยาบาลรับคำสั่งแพทย์ = 1,,
DCTORDERPRSC,rcvdate,timestamp,type/DateTime,"วันที่ห้องยา,LAB,X-ray รับ Order",,
DCTORDERPRSC,rcvtime,numeric,type/Decimal,"เวลาที่ห้องยา,LAB,X-ray รับ Order",,
DCTORDERPRSC,waitchk,numeric,type/Decimal,รหัสสถานะรอรับ หน้าจอยืนยันคำสั่งแพทย์ (1=รอรับ),,
DCTORDERPRSC,waitchkrsn,varchar,type/Text,เหตุผลสถานะรอรับ (หน้าจอยืนยันคำสั่งแพทย์),,
DCTORDERPRSC,canceltime,numeric,type/Decimal,เวลาที่ยกเลิกคำสั่ง,,
DCTORDERPRSC,prntext,varchar,type/Text,รายละเอียดการสั่งยา PRN,,
DCTORDERPRSC,meddecline,numeric,type/Decimal,ไม่รับยาจากห้องจ่ายยา,,
DCTORDERPRSC,firstorder,numeric,type/Decimal,สถานะว่าเป็น First Order,,
DCTORDERPRSC,ptdrugqty,numeric,type/Decimal,จำนวนยาของผู้ป่วยที่นำมาใช้,,
DCTORDERPRSC,ivadmflag,numeric,type/Decimal,Flag บอกว่าสั่งทำ IV Admixture หรือไม่ ถ้าเป็น 1 คือสั่งทำ IV Admixture,,
DCTORDERPRSC,ivadmixconc,numeric,type/Decimal,รหัสความเข้มข้นสุดท้ายที่ได้,,
DCTORDERPRSC,rsorddifatal,numeric,type/Decimal,ตัวเลือกสั่งยา DI FATAL;  1:ไม่สั่งรายการยา; 2:งดรายการยาเดิม; 3:ยืนยันการสั่งทั้งคู่,,
DCTORDERPRSC,notetophm,varchar,type/Text,Note to pharmacist,,
DCTORDERPRSC,rcvst,numeric,type/Decimal,สถานะการรับคำสั่ง 1: รับแล้ว; 0: ยังไม่รับ,,
DCTORDERPRSC,offst,numeric,type/Decimal,สถานะการ Off ยา 1:  Off ยาแล้ว; 0: ยังไม่ Off,,
DCTORDERPRSC,status,numeric,type/Decimal,สถานะการใช้งาน 1: ใช้งาน; 0: ยกเลิก,,
DCTORDERPRSC,ordersort,numeric,type/Decimal,ลำดับการเรียง Order ยาจากการ Review,,
DCTORDERPRSC,meditemold,numeric,type/Decimal,MEDITEM เก่า,,
DCTORDERPRSC,packseqold,numeric,type/Decimal,PACKSE เก่า,,
DCTORDERPRSC,changenote,varchar,type/Text,เหตุผลการเปลี่ยนยา,,
DCTORDERPRSC,computername,varchar,type/Text,ชื่อเครื่องคอมพิวเตอร์ที่บันทึก,,
