table_name,column_name,database_type,base_type,comment,is_pk,pk_confidence,pk_reason,is_fk,fk_targets,join_peers,join_dict,join_warning
BDVST,icd10,varchar,type/Text,รหัสโรค (Diagnosis),0,,,1,ICD10.icd10(high:table match),ICD10.icd10,"[{""dir"": ""out"", ""to_table"": ""ICD10"", ""to_column"": ""icd10"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
BDVST,diagseq,numeric,type/Decimal,ลำดับที่ของข้อมูลโรค,0,,,0,,,[],
BDVST,diagnosis,varchar,type/Text,รายละเอียดชื่อโรค,0,,,0,,,[],
BDVST,bloodgrp,varchar,type/Text,หมู่เลือด ABO,0,,,0,,,[],
BDVST,rh,varchar,type/Text,หมู่เลือด Rh,0,,,0,,,[],
BDVST,abospec,varchar,type/Text,หมู่เลือดระบบอื่น,0,,,0,,,[],
BDVST,antibody,varchar,type/Text,ผล Antibody,0,,,0,,,[],
BDVST,dat,varchar,type/Text,ผล DAT,0,,,0,,,[],
BDVST,bdhisflag,numeric,type/Decimal,"ประวัติการได้รับเลือดในอดีต(0=ไม่เคย,1=เคย)",0,,,0,,,[],
BDVST,bdhisdate,timestamp,type/DateTime,วันที่ได้รับครั้งล่าสุด,0,,,0,,,[],
BDVST,pregflag,numeric,type/Decimal,"ประวัติการตั้งครรภ์ในอดีต(1=ไม่เคย,2=เคย)",0,,,0,,,[],
BDVST,birthhisdate,timestamp,type/DateTime,วันที่คลอดบุตรคนสุดท้าย,0,,,0,,,[],
BDVST,specflag,numeric,type/Decimal,(1=ส่ง specimen ไปให้ตรวจแล้ว),0,,,0,,,[],
BDVST,xmresult,numeric,type/Decimal,(1=มีการตรวจ Plasma Exchange),0,,,0,,,[],
BDVST,rcvdate,timestamp,type/DateTime,วันที่รับเข้า,0,,,0,,,[],
BDVST,rcvtime,numeric,type/Decimal,เวลาที่รับเข้า,0,,,0,,,[],
BDVST,rcvstf,numeric,type/Decimal,ผู้รับเข้า,0,,,0,,,[],
BDVST,pttype,numeric,type/Decimal,รหัสประเภทสิทธิ,0,,,1,PTTYPE.pttype(high:table match),PTTYPE.pttype,"[{""dir"": ""out"", ""to_table"": ""PTTYPE"", ""to_column"": ""pttype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
BDVST,patienttype,numeric,type/Decimal,รหัสประเภทผู้ป่วย,0,,,0,,,[],
BDVST,crdtorg,numeric,type/Decimal,รหัสหน่วยงานต้นสังกัด,0,,,0,,,[],
BDVST,prev_bloodgrp,varchar,type/Text,หมู่เลือด ABO ครั้งก่อน,0,,,0,,,[],
BDVST,prev_rh,varchar,type/Text,หมู่เลือด Rh ครั้้งก่อน,0,,,0,,,[],
BDVST,prev_abospec,varchar,type/Text,หมู่เลือดระบบอื่นครั้งก่อน,0,,,0,,,[],
BDVST,dctreq,numeric,type/Decimal,แพทย์ผู้สั่งเตรียม,0,,,0,,,[],
BDVST,hivflag,numeric,type/Decimal,"(1=เลือดติดเชื้อ,2=ปกติ) ",0,,,0,,,[],
BDVST,outflag,numeric,type/Decimal,"(1=รับใบขอเลือดในเวลา,2=รับใบขอเลือดนอกเวลา)",0,,,0,,,[],
BDVST,abscreen,varchar,type/Text,"ผล ICT - ""n""-Negative, ""p""-Positive",0,,,0,,,[],
BDVST,pickdate,timestamp,type/DateTime,วันที่ให้มารับเลือดได้,0,,,0,,,[],
BDVST,picktime,numeric,type/Decimal,เวลาที่มารับเลือดได้,0,,,0,,,[],
BDVST,ymdflag,varchar,type/Text,"(y=ปี,m=เดือน,d=วัน)",0,,,0,,,[],
BDVST,reqflag,numeric,type/Decimal,(1=สั่งเตรียมนอกเวลา),0,,,0,,,[],
BDVST,antidate,timestamp,type/DateTime,วันที่บันทึก Antibody,0,,,0,,,[],
BDVST,antitime,numeric,type/Decimal,เวลาที่บันทึก Antibody,0,,,0,,,[],
BDVST,antistf,numeric,type/Decimal,ผุ้บันทึก Antibody,0,,,0,,,[],
BDVST,specificity,varchar,type/Text,ผล Speificity,0,,,0,,,[],
BDVST,specifidate,timestamp,type/DateTime,วันที่บันทึก Speificity,0,,,0,,,[],
BDVST,specifitime,numeric,type/Decimal,เวลาที่บันทึก Speificity,0,,,0,,,[],
BDVST,specifistf,numeric,type/Decimal,ผู้บันทึก Speificity,0,,,0,,,[],
BDVST,personflag,numeric,type/Decimal,"ตัวบ่งชี้ระบุบุคคลที่รับบริจาค(1=ระบุ,0 หรือ null ไม่ระบุ)",0,,,0,,,[],
BDVST,referflag,numeric,type/Decimal,(1 = xmatch กับเลือดแม่/พ่อ),0,,,0,,,[],
BDVST,labnoref,numeric,type/Decimal,อ้างอิงเลขเบอร์ Lab,0,,,0,,,[],
BDVST,rhresult,varchar,type/Text,ผลตรวจ Rh,0,,,0,,,[],
BDVST,pltantibody,varchar,type/Text,ผล PLT Antibody,0,,,0,,,[],
BDVST,drawnname,varchar,type/Text,ชื่อผู้เจาะเก็บเลือด,0,,,0,,,[],
BDVST,pltdate,timestamp,type/DateTime,วันที่ลงผล PLT,0,,,0,,,[],
BDVST,plttime,numeric,type/Decimal,เวลาที่ลงผล PLT,0,,,0,,,[],
BDVST,pltstf,numeric,type/Decimal,รหัสผู้ลงผล PLT,0,,,0,,,[],
BDVST,carryflag,numeric,type/Decimal,"ประเภทผู้ส่ง(1=เจ้าหน้าที่,2=ผู้ป่วย,3=อื่นๆ)",0,,,0,,,[],
BDVST,newiden,numeric,type/Decimal,1= แสดงผู้ป่วยใหม่,0,,,0,,,[],
BDVST,docflag,numeric,type/Decimal,"(1=สั่งจากห้องแพทย์,2=หน้าห้องตรวจ,3=ward หรือการเงิน,null = ห้องแพทย์ระบบ HIS ใหม่)",0,,,0,,,[],
BDVST,aviflag,numeric,type/Decimal,"เก่า  : (1=ส่งจาก AI-LIS,2=Gel test,3=Tube test) ใหม่ ปี 2561: ( 1= คิดเงินส่วนเกินสิทธิ   :  0 = ไม่คิดส่วนเกิดนสิทธิ)",0,,,0,,,[],
BDVST,avistf,numeric,type/Decimal,"เก่า  : รหัสผู้ทำ AVI  ,  ใหม่ ปี 2561: ผู้บันทึกยืนยันคิดเงินส่วนเกินสิทธิ",0,,,0,,,[],
BDVST,avino,varchar,type/Text,รหัสเครื่อง AVI,0,,,0,,,[],
BDVST,cmmtreq,varchar,type/Text,หมายเหตุ,0,,,0,,,[],
BDVST,newcase,numeric,type/Decimal,1= รับเลือดครั้งแรก,0,,,0,,,[],
BDVST,lastanti,varchar,type/Text,Antibody ล่าสุดจากหน้า เตรียมเลือดมีปัญหา,0,,,0,,,[],
BDVST,tubeflag,numeric,type/Decimal,1=ครั้งนี้มีการรับ Tub Sample เลือด,0,,,0,,,[],
BDVST,tubecnfmstf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้ยืนยันที่จะตาม Tube เลือดเพื่อใช้ confirm,0,,,0,,,[],
BDVST,tubecnfmflag,numeric,type/Decimal,1=ใช้ request นี้เป็น Tube สำหรับ Confirm,0,,,0,,,[],
BDVST,aborefno,numeric,type/Decimal,เลข BB อ้างอิงผล ABO ก่อนหน้าตอน Crossmatch,0,,,0,,,[],
BDVST,aborefrst,varchar,type/Text,ผล ABO ก่อนหน้าตอน Crossmatch,0,,,0,,,[],
BDVST,rhrefno,numeric,type/Decimal,เลข BB อ้างอิงผล Rh ก่อนหน้าตอน Crossmatch,0,,,0,,,[],
BDVST,rhrefrst,varchar,type/Text,ผล Rh ก่อนหน้าตอน Crossmatch,0,,,0,,,[],
BDVST,sampleflag,numeric,type/Decimal,สถานะว่าต้นทางเจาะ  ใช้ Sample เดิม,0,,,0,,,[],
BDVST,commsg,varchar,type/Text,ข้อความที่ต้องการสื่อสารกับหน่วยงานขอเตรียมเลือด,0,,,0,,,[],
BDVST,seedoctorflag,numeric,type/Decimal,"1= มีนัดให้เลือด+ พบแพทย์, 2= มีนัดให้เลือดอย่างเดียว",0,,,0,,,[],
BDVST,weight,varchar,type/Text,น้ำหนักของผู้ป่วย,0,,,0,,,[],
BDVST,electronicflag,numeric,type/Decimal,1 =  เป็นเคสที่มีการทำ Electronic Crossmatch,0,,,0,,,[],
BOOKST,bookst,numeric,type/Decimal,รหัสการจองห้อง,1,heuristic,name_matches_table,0,,,[],
BOOKST,name,varchar,type/Text,ชื่อสถานะการจอง,0,,,0,,,[],
BOOKST,var,varchar,type/Text,คำอ้างอิง,0,,,0,,,[],
CHANGWAT,changwat,numeric,type/Decimal,รหัสจังหวัด,1,high,target_of_table_match,0,,ARPT.changwat; CLAIMLCT.changwat; CNER.changwat; DLVSTEXT.changwat; INCPRVLG.changwat; IPTSUMMARY.changwat; MAINHPT.changwat; RM.changwat; SSHPT.changwat,"[{""dir"": ""in"", ""from_table"": ""ARPT"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""CLAIMLCT"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""CNER"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DLVSTEXT"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""INCPRVLG"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTSUMMARY"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""MAINHPT"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""RM"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""SSHPT"", ""from_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
CHANGWAT,name,varchar,type/Text,ชื่อจังหวัด,0,,,0,,,[],
CHANGWAT,name_en,varchar,type/Text,ชื่อจังหวัด(อังกฤษ),0,,,0,,,[],
CLAIMLCT,claimlct,numeric,type/Decimal,,1,high,target_of_table_match,0,,ARPT.claimlct; INCPRVLG.claimlct; IPT.claimlct; PTTYPEEXT.claimlct,"[{""dir"": ""in"", ""from_table"": ""ARPT"", ""from_column"": ""claimlct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""INCPRVLG"", ""from_column"": ""claimlct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPT"", ""from_column"": ""claimlct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""PTTYPEEXT"", ""from_column"": ""claimlct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
CLAIMLCT,claimtype,numeric,type/Decimal,ประเภทต้นสังกัด,0,,,0,,,[],
CLAIMLCT,claimgov,numeric,type/Decimal,หน่วยงานต้นสังกัดระดับกรม,0,,,0,,,[],
CLAIMLCT,claimtitle,numeric,type/Decimal,คำนำหน้าชื่อหน่ยงานต้นสังกัด,0,,,1,CLAIMTITLE.claimtitle(high:table match),CLAIMTITLE.claimtitle,"[{""dir"": ""out"", ""to_table"": ""CLAIMTITLE"", ""to_column"": ""claimtitle"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
CLAIMLCT,name,varchar,type/Text,ชื่อ,0,,,0,,,[],
CLAIMLCT,name_en,varchar,type/Text,ชื่อภาษาอังกฤษ,0,,,0,,,[],
CLAIMLCT,address,varchar,type/Text,ที่อยู่,0,,,0,,,[],
CLAIMLCT,changwat,numeric,type/Decimal,รหัสจังหวัด,0,,,1,CHANGWAT.changwat(high:table match),CHANGWAT.changwat,"[{""dir"": ""out"", ""to_table"": ""CHANGWAT"", ""to_column"": ""changwat"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
CLAIMLCT,zipcode,numeric,type/Decimal,รหัสไปรษณีย์,0,,,0,,,[],
CLAIMLCT,contractdesc,varchar,type/Text,เงือนไขการเบิกต้นสังกัด,0,,,0,,,[],
CLAIMLCT,var,varchar,type/Text,ตัวเช็ค,0,,,0,,,[],
CLAIMLCT,hcode,varchar,type/Text,,0,,,0,,,[],
CLAIMLCT,grppttype,numeric,type/Decimal,,0,,,0,,,[],
CLAIMLCT,govtype,numeric,type/Decimal,,0,,,0,,,[],
CLAIMLCT,dspname,varchar,type/Text,ชื่อที่แสดง,0,,,0,,,[],
CLAIMLCT,hpt,numeric,type/Decimal,รหัสโรงพยาบาล,0,,,0,,,[],
CLINICLCT,cliniclct,numeric,type/Decimal,,1,high,target_of_table_match,0,,ANCVST.cliniclct; CNER.cliniclct; ERZONELCT.cliniclct; EYEASSESSMENT.cliniclct; EYESCREEN.cliniclct; EYESCREENDIAG.cliniclct; EYESCREENEXAM.cliniclct; EYESCREENNURSE.cliniclct; EYESCREENOPTOMETRY.cliniclct; IPTBOOKBEDICU.cliniclct; ISPUSEMC.cliniclct; OPDDCTORDER.cliniclct; OPDDCTRDO.cliniclct; OPDLEDCALL.cliniclct; OPDLEDDCTPT.cliniclct; OPREQVST.cliniclct; OVST.cliniclct; OVSTDISCHANGE.cliniclct; OVSTPRESS.cliniclct; PTDIAG.cliniclct; PTICD9CM.cliniclct; PTPHYSICALEXAM.cliniclct; WSKIOSKVISITID.cliniclct,"[{""dir"": ""in"", ""from_table"": ""ANCVST"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""CNER"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""ERZONELCT"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYEASSESSMENT"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREEN"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENDIAG"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENEXAM"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENNURSE"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENOPTOMETRY"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTBOOKBEDICU"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""ISPUSEMC"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OPDDCTORDER"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OPDDCTRDO"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OPDLEDCALL"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OPDLEDDCTPT"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OPREQVST"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OVST"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OVSTDISCHANGE"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""OVSTPRESS"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""PTDIAG"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""PTICD9CM"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""PTPHYSICALEXAM"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""WSKIOSKVISITID"", ""from_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
CLINICLCT,prefix,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,name,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,dspname,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,abbrname,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,name_en,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,dspname_en,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,abbrname_en,varchar,type/Text,,0,,,0,,,[],
CLINICLCT,period,numeric,type/Decimal,,0,,,0,,,[],
CLINICLCT,clinicgrp,numeric,type/Decimal,,0,,,0,,,[],
CLINICLCT,clinicgrpname,varchar,type/Text,,0,,,0,,,[],
